hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455153.9473694186,-0.0023968961,0.9997543605,0.9882318470,0.9884746555
2455153.9474057010,-0.0023837341,0.9997528514,0.9882298564,0.9884741563
2455153.9474419830,-0.0023705722,0.9997513424,0.9882278687,0.9884736601
2455153.9474782655,-0.0023574102,0.9997498334,0.9882258838,0.9884731667
2455153.9475145475,-0.0023442483,0.9997483244,0.9882239018,0.9884726763
2455153.9475508300,-0.0023310863,0.9997468154,0.9882219227,0.9884721886
2455153.9475871120,-0.0023179244,0.9997453064,0.9882199465,0.9884717039
2455153.9476233944,-0.0023047624,0.9997437974,0.9882179731,0.9884712220
2455153.9476596764,-0.0022916005,0.9997422883,0.9882160026,0.9884707430
2455153.9476959589,-0.0022784385,0.9997407793,0.9882140349,0.9884702668
2455153.9477322409,-0.0022652766,0.9997392703,0.9882120701,0.9884697935
2455153.9477685234,-0.0022521146,0.9997377613,0.9882101082,0.9884693231
2455153.9478048054,-0.0022389527,0.9997362523,0.9882081491,0.9884688555
2455153.9478410878,-0.0022257907,0.9997347433,0.9882061929,0.9884683908
2455153.9478773698,-0.0022126288,0.9997332342,0.9882042395,0.9884679289
2455153.9479136523,-0.0021994668,0.9997317252,0.9882022890,0.9884674699
2455153.9479499343,-0.0021863049,0.9997302162,0.9882003413,0.9884670137
2455153.9479862167,-0.0021731429,0.9997287072,0.9881983965,0.9884665604
2455153.9480224987,-0.0021599810,0.9997271982,0.9881964545,0.9884661099
2455153.9480587812,-0.0021468190,0.9997256892,0.9881945154,0.9884656623
2455153.9480950632,-0.0021336571,0.9997241802,0.9881925791,0.9884652174
2455153.9481313457,-0.0021204951,0.9997226711,0.9881906457,0.9884647755
2455153.9481676277,-0.0021073332,0.9997211621,0.9881887151,0.9884643364
2455153.9482039101,-0.0020941712,0.9997196531,0.9881867873,0.9884639001
2455153.9482401921,-0.0020810093,0.9997181441,0.9881848623,0.9884634666
2455153.9482764746,-0.0020678473,0.9997166351,0.9881829402,0.9884630360
2455153.9483127566,-0.0020546854,0.9997151261,0.9881810209,0.9884626081
2455153.9483490391,-0.0020415234,0.9997136170,0.9881791044,0.9884621832
2455153.9483853211,-0.0020283615,0.9997121080,0.9881771908,0.9884617610
2455153.9484216035,-0.0020151995,0.9997105990,0.9881752800,0.9884613417
2455153.9484578855,-0.0020020376,0.9997090900,0.9881733720,0.9884609252
2455153.9484941680,-0.0019888756,0.9997075810,0.9881714668,0.9884605115
2455153.9485304500,-0.0019757137,0.9997060720,0.9881695645,0.9884601006
2455153.9485667325,-0.0019625517,0.9997045629,0.9881676649,0.9884596925
2455153.9486030145,-0.0019493898,0.9997030539,0.9881657682,0.9884592873
2455153.9486392969,-0.0019362278,0.9997015449,0.9881638743,0.9884588849
2455153.9486755789,-0.0019230659,0.9997000359,0.9881619832,0.9884584852
2455153.9487118614,-0.0019099039,0.9996985269,0.9881600949,0.9884580884
2455153.9487481434,-0.0018967420,0.9996970179,0.9881582094,0.9884576944
2455153.9487844259,-0.0018835800,0.9996955088,0.9881563267,0.9884573032
2455153.9488207079,-0.0018704181,0.9996939998,0.9881544468,0.9884569148
2455153.9488569903,-0.0018572561,0.9996924908,0.9881525697,0.9884565292
2455153.9488932723,-0.0018440942,0.9996909818,0.9881506955,0.9884561464
2455153.9489295548,-0.0018309322,0.9996894728,0.9881488240,0.9884557664
2455153.9489658368,-0.0018177703,0.9996879638,0.9881469553,0.9884553892
2455153.9490021192,-0.0018046083,0.9996864547,0.9881450894,0.9884550148
2455153.9490384012,-0.0017914464,0.9996849457,0.9881432263,0.9884546432
2455153.9490746837,-0.0017782844,0.9996834367,0.9881413660,0.9884542744
2455153.9491109657,-0.0017651225,0.9996819277,0.9881395085,0.9884539083
2455153.9491472482,-0.0017519605,0.9996804187,0.9881376538,0.9884535451
2455153.9491835302,-0.0017387986,0.9996789097,0.9881358019,0.9884531846
2455153.9492198122,-0.0017256367,0.9996774007,0.9881339527,0.9884528270
2455153.9492560946,-0.0017124747,0.9996758916,0.9881321064,0.9884524721
2455153.9492923766,-0.0016993128,0.9996743826,0.9881302628,0.9884521200
2455153.9493286591,-0.0016861508,0.9996728736,0.9881284220,0.9884517706
2455153.9493649411,-0.0016729889,0.9996713646,0.9881265840,0.9884514241
2455153.9494012236,-0.0016598269,0.9996698556,0.9881247487,0.9884510803
2455153.9494375056,-0.0016466650,0.9996683466,0.9881229163,0.9884507393
2455153.9494737880,-0.0016335030,0.9996668375,0.9881210866,0.9884504011
2455153.9495100700,-0.0016203411,0.9996653285,0.9881192597,0.9884500657
2455153.9495463525,-0.0016071791,0.9996638195,0.9881174355,0.9884497330
2455153.9495826345,-0.0015940172,0.9996623105,0.9881156141,0.9884494031
2455153.9496189170,-0.0015808552,0.9996608015,0.9881137955,0.9884490760
2455153.9496551990,-0.0015676933,0.9996592925,0.9881119797,0.9884487516
2455153.9496914814,-0.0015545313,0.9996577834,0.9881101666,0.9884484300
2455153.9497277634,-0.0015413694,0.9996562744,0.9881083563,0.9884481112
2455153.9497640459,-0.0015282074,0.9996547654,0.9881065487,0.9884477951
2455153.9498003279,-0.0015150455,0.9996532564,0.9881047440,0.9884474818
2455153.9498366104,-0.0015018835,0.9996517474,0.9881029419,0.9884471712
2455153.9498728923,-0.0014887216,0.9996502384,0.9881011427,0.9884468635
2455153.9499091748,-0.0014755596,0.9996487294,0.9880993462,0.9884465584
2455153.9499454568,-0.0014623977,0.9996472203,0.9880975524,0.9884462562
2455153.9499817393,-0.0014492357,0.9996457113,0.9880957614,0.9884459566
2455153.9500180213,-0.0014360738,0.9996442023,0.9880939732,0.9884456599
2455153.9500543037,-0.0014229118,0.9996426933,0.9880921877,0.9884453659
2455153.9500905857,-0.0014097499,0.9996411843,0.9880904050,0.9884450746
2455153.9501268682,-0.0013965879,0.9996396753,0.9880886250,0.9884447861
2455153.9501631502,-0.0013834260,0.9996381662,0.9880868478,0.9884445003
2455153.9501994327,-0.0013702640,0.9996366572,0.9880850733,0.9884442173
2455153.9502357147,-0.0013571021,0.9996351482,0.9880833015,0.9884439371
2455153.9502719971,-0.0013439401,0.9996336392,0.9880815325,0.9884436595
2455153.9503082791,-0.0013307782,0.9996321302,0.9880797663,0.9884433848
2455153.9503445616,-0.0013176162,0.9996306212,0.9880780028,0.9884431127
2455153.9503808436,-0.0013044543,0.9996291122,0.9880762420,0.9884428434
2455153.9504171261,-0.0012912923,0.9996276031,0.9880744840,0.9884425769
2455153.9504534081,-0.0012781304,0.9996260941,0.9880727287,0.9884423131
2455153.9504896905,-0.0012649684,0.9996245851,0.9880709761,0.9884420520
2455153.9505259725,-0.0012518065,0.9996230761,0.9880692263,0.9884417937
2455153.9505622550,-0.0012386445,0.9996215671,0.9880674792,0.9884415381
2455153.9505985370,-0.0012254826,0.9996200581,0.9880657349,0.9884412852
2455153.9506348195,-0.0012123206,0.9996185490,0.9880639933,0.9884410351
2455153.9506711015,-0.0011991587,0.9996170400,0.9880622544,0.9884407877
2455153.9507073839,-0.0011859967,0.9996155310,0.9880605183,0.9884405430
2455153.9507436659,-0.0011728348,0.9996140220,0.9880587849,0.9884403011
2455153.9507799484,-0.0011596728,0.9996125130,0.9880570542,0.9884400619
2455153.9508162304,-0.0011465109,0.9996110040,0.9880553262,0.9884398254
2455153.9508525128,-0.0011333489,0.9996094949,0.9880536010,0.9884395917
2455153.9508887948,-0.0011201870,0.9996079859,0.9880518785,0.9884393607
2455153.9509250773,-0.0011070250,0.9996064769,0.9880501587,0.9884391324
2455153.9509613593,-0.0010938631,0.9996049679,0.9880484417,0.9884389068
2455153.9509976418,-0.0010807011,0.9996034589,0.9880467274,0.9884386839
2455153.9510339238,-0.0010675392,0.9996019499,0.9880450158,0.9884384638
2455153.9510702058,-0.0010543774,0.9996004409,0.9880433069,0.9884382464
2455153.9511064882,-0.0010412153,0.9995989318,0.9880416007,0.9884380318
2455153.9511427702,-0.0010280535,0.9995974228,0.9880398973,0.9884378198
2455153.9511790527,-0.0010148914,0.9995959138,0.9880381966,0.9884376106
2455153.9512153347,-0.0010017296,0.9995944048,0.9880364986,0.9884374040
2455153.9512516172,-0.0009885675,0.9995928958,0.9880348033,0.9884372002
2455153.9512878992,-0.0009754057,0.9995913868,0.9880331107,0.9884369992
2455153.9513241816,-0.0009622436,0.9995898777,0.9880314208,0.9884368008
2455153.9513604636,-0.0009490818,0.9995883687,0.9880297337,0.9884366051
2455153.9513967461,-0.0009359197,0.9995868597,0.9880280493,0.9884364122
2455153.9514330281,-0.0009227579,0.9995853507,0.9880263676,0.9884362220
2455153.9514693106,-0.0009095958,0.9995838417,0.9880246886,0.9884360345
2455153.9515055926,-0.0008964340,0.9995823327,0.9880230123,0.9884358497
2455153.9515418750,-0.0008832719,0.9995808236,0.9880213387,0.9884356676
2455153.9515781570,-0.0008701101,0.9995793146,0.9880196678,0.9884354882
2455153.9516144395,-0.0008569480,0.9995778056,0.9880179997,0.9884353115
2455153.9516507215,-0.0008437862,0.9995762966,0.9880163342,0.9884351375
2455153.9516870040,-0.0008306241,0.9995747876,0.9880146715,0.9884349663
2455153.9517232860,-0.0008174623,0.9995732786,0.9880130114,0.9884347977
2455153.9517595684,-0.0008043002,0.9995717695,0.9880113541,0.9884346319
2455153.9517958504,-0.0007911384,0.9995702605,0.9880096995,0.9884344688
2455153.9518321329,-0.0007779763,0.9995687515,0.9880080475,0.9884343083
2455153.9518684149,-0.0007648145,0.9995672425,0.9880063983,0.9884341506
2455153.9519046973,-0.0007516524,0.9995657335,0.9880047518,0.9884339956
2455153.9519409793,-0.0007384906,0.9995642245,0.9880031080,0.9884338433
2455153.9519772618,-0.0007253285,0.9995627154,0.9880014669,0.9884336937
2455153.9520135438,-0.0007121667,0.9995612064,0.9879998285,0.9884335468
2455153.9520498263,-0.0006990046,0.9995596974,0.9879981928,0.9884334025
2455153.9520861083,-0.0006858428,0.9995581884,0.9879965598,0.9884332610
2455153.9521223907,-0.0006726807,0.9995566794,0.9879949294,0.9884331222
2455153.9521586727,-0.0006595189,0.9995551704,0.9879933018,0.9884329861
2455153.9521949552,-0.0006463568,0.9995536614,0.9879916769,0.9884328527
2455153.9522312372,-0.0006331950,0.9995521523,0.9879900547,0.9884327220
2455153.9522675197,-0.0006200329,0.9995506433,0.9879884352,0.9884325940
2455153.9523038017,-0.0006068711,0.9995491343,0.9879868184,0.9884324686
2455153.9523400841,-0.0005937090,0.9995476253,0.9879852042,0.9884323460
2455153.9523763661,-0.0005805472,0.9995461163,0.9879835928,0.9884322261
2455153.9524126486,-0.0005673851,0.9995446073,0.9879819841,0.9884321089
2455153.9524489306,-0.0005542233,0.9995430982,0.9879803780,0.9884319943
2455153.9524852131,-0.0005410612,0.9995415892,0.9879787747,0.9884318825
2455153.9525214951,-0.0005278994,0.9995400802,0.9879771740,0.9884317733
2455153.9525577775,-0.0005147373,0.9995385712,0.9879755760,0.9884316669
2455153.9525940595,-0.0005015755,0.9995370622,0.9879739808,0.9884315631
2455153.9526303420,-0.0004884134,0.9995355532,0.9879723882,0.9884314621
2455153.9526666240,-0.0004752516,0.9995340442,0.9879707983,0.9884313637
2455153.9527029064,-0.0004620895,0.9995325351,0.9879692111,0.9884312680
2455153.9527391884,-0.0004489277,0.9995310261,0.9879676266,0.9884311750
2455153.9527754709,-0.0004357656,0.9995295171,0.9879660448,0.9884310847
2455153.9528117529,-0.0004226038,0.9995280081,0.9879644657,0.9884309971
2455153.9528480354,-0.0004094417,0.9995264991,0.9879628892,0.9884309122
2455153.9528843174,-0.0003962799,0.9995249901,0.9879613155,0.9884308300
2455153.9529205994,-0.0003831180,0.9995234810,0.9879597444,0.9884307504
2455153.9529568818,-0.0003699559,0.9995219720,0.9879581761,0.9884306736
2455153.9529931638,-0.0003567941,0.9995204630,0.9879566104,0.9884305994
2455153.9530294463,-0.0003436320,0.9995189540,0.9879550474,0.9884305280
2455153.9530657283,-0.0003304702,0.9995174450,0.9879534871,0.9884304592
2455153.9531020108,-0.0003173081,0.9995159360,0.9879519295,0.9884303931
2455153.9531382928,-0.0003041463,0.9995144270,0.9879503745,0.9884303297
2455153.9531745752,-0.0002909842,0.9995129179,0.9879488223,0.9884302690
2455153.9532108572,-0.0002778224,0.9995114089,0.9879472727,0.9884302109
2455153.9532471397,-0.0002646603,0.9995098999,0.9879457259,0.9884301556
2455153.9532834217,-0.0002514985,0.9995083909,0.9879441817,0.9884301029
2455153.9533197042,-0.0002383364,0.9995068819,0.9879426402,0.9884300530
2455153.9533559862,-0.0002251746,0.9995053729,0.9879411014,0.9884300057
2455153.9533922686,-0.0002120125,0.9995038638,0.9879395652,0.9884299611
2455153.9534285506,-0.0001988507,0.9995023548,0.9879380318,0.9884299192
2455153.9534648331,-0.0001856886,0.9995008458,0.9879365010,0.9884298799
2455153.9535011151,-0.0001725268,0.9994993368,0.9879349730,0.9884298434
2455153.9535373976,-0.0001593647,0.9994978278,0.9879334475,0.9884298096
2455153.9535736796,-0.0001462029,0.9994963188,0.9879319249,0.9884297784
2455153.9536099620,-0.0001330408,0.9994948097,0.9879304048,0.9884297499
2455153.9536462440,-0.0001198790,0.9994933007,0.9879288875,0.9884297241
2455153.9536825265,-0.0001067169,0.9994917917,0.9879273728,0.9884297010
2455153.9537188085,-0.0000935551,0.9994902827,0.9879258609,0.9884296806
2455153.9537550909,-0.0000803930,0.9994887737,0.9879243516,0.9884296628
2455153.9537913729,-0.0000672312,0.9994872647,0.9879228450,0.9884296478
2455153.9538276554,-0.0000540691,0.9994857556,0.9879213410,0.9884296354
2455153.9538639374,-0.0000409073,0.9994842466,0.9879198398,0.9884296257
2455153.9539002199,-0.0000277452,0.9994827376,0.9879183412,0.9884296187
2455153.9539365019,-0.0000145834,0.9994812286,0.9879168454,0.9884296144
2455153.9539727843,-0.0000014213,0.9994797196,0.9879153522,0.9884296128
2455153.9540090663,0.0000117405,0.9994782106,0.9879138617,0.9884296138
2455153.9540453488,0.0000249026,0.9994767015,0.9879123739,0.9884296176
2455153.9540816308,0.0000380644,0.9994751925,0.9879108887,0.9884296240
2455153.9541179133,0.0000512265,0.9994736835,0.9879094063,0.9884296331
2455153.9541541953,0.0000643883,0.9994721745,0.9879079265,0.9884296449
2455153.9541904777,0.0000775504,0.9994706655,0.9879064494,0.9884296594
2455153.9542267597,0.0000907122,0.9994691565,0.9879049750,0.9884296765
2455153.9542630422,0.0001038743,0.9994676474,0.9879035033,0.9884296964
2455153.9542993242,0.0001170361,0.9994661384,0.9879020343,0.9884297189
2455153.9543356067,0.0001301982,0.9994646294,0.9879005679,0.9884297441
2455153.9543718887,0.0001433600,0.9994631204,0.9878991042,0.9884297720
2455153.9544081711,0.0001565221,0.9994616114,0.9878976432,0.9884298026
2455153.9544444531,0.0001696839,0.9994601024,0.9878961849,0.9884298359
2455153.9544807356,0.0001828460,0.9994585934,0.9878947293,0.9884298718
2455153.9545170176,0.0001960078,0.9994570843,0.9878932764,0.9884299105
2455153.9545533000,0.0002091699,0.9994555753,0.9878918261,0.9884299518
2455153.9545895820,0.0002223317,0.9994540663,0.9878903786,0.9884299958
2455153.9546258645,0.0002354938,0.9994525573,0.9878889337,0.9884300425
2455153.9546621465,0.0002486556,0.9994510483,0.9878874915,0.9884300919
2455153.9546984290,0.0002618177,0.9994495393,0.9878860520,0.9884301440
2455153.9547347110,0.0002749795,0.9994480302,0.9878846152,0.9884301987
2455153.9547709930,0.0002881414,0.9994465212,0.9878831810,0.9884302562
2455153.9548072754,0.0003013034,0.9994450122,0.9878817496,0.9884303163
2455153.9548435574,0.0003144653,0.9994435032,0.9878803208,0.9884303792
2455153.9548798399,0.0003276273,0.9994419942,0.9878788947,0.9884304447
2455153.9549161219,0.0003407892,0.9994404852,0.9878774713,0.9884305129
2455153.9549524044,0.0003539512,0.9994389762,0.9878760506,0.9884305838
2455153.9549886864,0.0003671131,0.9994374671,0.9878746326,0.9884306573
2455153.9550249688,0.0003802751,0.9994359581,0.9878732173,0.9884307336
2455153.9550612508,0.0003934370,0.9994344491,0.9878718046,0.9884308126
2455153.9550975333,0.0004065990,0.9994329401,0.9878703947,0.9884308942
2455153.9551338153,0.0004197609,0.9994314311,0.9878689874,0.9884309785
2455153.9551700978,0.0004329229,0.9994299221,0.9878675828,0.9884310656
2455153.9552063798,0.0004460848,0.9994284130,0.9878661809,0.9884311553
2455153.9552426622,0.0004592468,0.9994269040,0.9878647817,0.9884312477
2455153.9552789442,0.0004724087,0.9994253950,0.9878633852,0.9884313428
2455153.9553152267,0.0004855707,0.9994238860,0.9878619914,0.9884314406
2455153.9553515087,0.0004987326,0.9994223770,0.9878606003,0.9884315411
2455153.9553877912,0.0005118946,0.9994208680,0.9878592118,0.9884316443
2455153.9554240732,0.0005250565,0.9994193590,0.9878578261,0.9884317501
2455153.9554603556,0.0005382185,0.9994178499,0.9878564430,0.9884318587
2455153.9554966376,0.0005513804,0.9994163409,0.9878550627,0.9884319699
2455153.9555329201,0.0005645424,0.9994148319,0.9878536850,0.9884320839
2455153.9555692021,0.0005777043,0.9994133229,0.9878523100,0.9884322005
2455153.9556054845,0.0005908663,0.9994118139,0.9878509377,0.9884323199
2455153.9556417665,0.0006040282,0.9994103049,0.9878495681,0.9884324419
2455153.9556780490,0.0006171902,0.9994087958,0.9878482012,0.9884325667
2455153.9557143310,0.0006303521,0.9994072868,0.9878468370,0.9884326941
2455153.9557506135,0.0006435141,0.9994057778,0.9878454755,0.9884328242
2455153.9557868955,0.0006566760,0.9994042688,0.9878441167,0.9884329571
2455153.9558231779,0.0006698380,0.9994027598,0.9878427606,0.9884330926
2455153.9558594599,0.0006829999,0.9994012508,0.9878414072,0.9884332308
2455153.9558957424,0.0006961619,0.9993997417,0.9878400564,0.9884333717
2455153.9559320244,0.0007093238,0.9993982327,0.9878387084,0.9884335154
2455153.9559683069,0.0007224858,0.9993967237,0.9878373631,0.9884336617
2455153.9560045889,0.0007356477,0.9993952147,0.9878360205,0.9884338107
2455153.9560408713,0.0007488097,0.9993937057,0.9878346806,0.9884339625
2455153.9560771533,0.0007619716,0.9993921967,0.9878333434,0.9884341169
2455153.9561134358,0.0007751336,0.9993906876,0.9878320088,0.9884342740
2455153.9561497178,0.0007882955,0.9993891786,0.9878306770,0.9884344339
2455153.9561860003,0.0008014575,0.9993876696,0.9878293479,0.9884345964
2455153.9562222823,0.0008146194,0.9993861606,0.9878280215,0.9884347617
2455153.9562585647,0.0008277814,0.9993846516,0.9878266978,0.9884349297
2455153.9562948467,0.0008409433,0.9993831426,0.9878253768,0.9884351003
2455153.9563311292,0.0008541053,0.9993816335,0.9878240585,0.9884352737
2455153.9563674112,0.0008672672,0.9993801245,0.9878227429,0.9884354498
2455153.9564036936,0.0008804292,0.9993786155,0.9878214300,0.9884356286
2455153.9564399756,0.0008935911,0.9993771065,0.9878201199,0.9884358101
2455153.9564762581,0.0009067531,0.9993755975,0.9878188124,0.9884359943
2455153.9565125401,0.0009199150,0.9993740885,0.9878175076,0.9884361812
2455153.9565488226,0.0009330770,0.9993725794,0.9878162056,0.9884363709
2455153.9565851046,0.0009462389,0.9993710704,0.9878149063,0.9884365632
2455153.9566213866,0.0009594008,0.9993695614,0.9878136096,0.9884367583
2455153.9566576690,0.0009725628,0.9993680524,0.9878123157,0.9884369561
2455153.9566939510,0.0009857247,0.9993665434,0.9878110245,0.9884371566
2455153.9567302335,0.0009988867,0.9993650344,0.9878097360,0.9884373598
2455153.9567665155,0.0010120486,0.9993635254,0.9878084503,0.9884375657
