hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455153.9654016858,0.0041445924,0.9990043796,0.9875833473,0.9885675854
2455153.9654379683,0.0041577544,0.9990028706,0.9875827653,0.9885684960
2455153.9654742503,0.0041709163,0.9990013616,0.9875821865,0.9885694099
2455153.9655105327,0.0041840783,0.9989998525,0.9875816111,0.9885703272
2455153.9655468147,0.0041972402,0.9989983435,0.9875810390,0.9885712477
2455153.9655830972,0.0042104022,0.9989968345,0.9875804702,0.9885721717
2455153.9656193792,0.0042235641,0.9989953255,0.9875799048,0.9885730990
2455153.9656556617,0.0042367261,0.9989938165,0.9875793427,0.9885740296
2455153.9656919437,0.0042498880,0.9989923075,0.9875787840,0.9885749636
2455153.9657282261,0.0042630500,0.9989907984,0.9875782286,0.9885759009
2455153.9657645081,0.0042762119,0.9989892894,0.9875776766,0.9885768416
2455153.9658007901,0.0042893738,0.9989877804,0.9875771279,0.9885777857
2455153.9658370726,0.0043025358,0.9989862714,0.9875765826,0.9885787332
2455153.9658733546,0.0043156977,0.9989847624,0.9875760407,0.9885796840
2455153.9659096370,0.0043288597,0.9989832534,0.9875755022,0.9885806382
2455153.9659459190,0.0043420216,0.9989817444,0.9875749671,0.9885815959
2455153.9659822015,0.0043551836,0.9989802353,0.9875744353,0.9885825569
2455153.9660184835,0.0043683455,0.9989787263,0.9875739070,0.9885835213
2455153.9660547660,0.0043815075,0.9989772173,0.9875733820,0.9885844891
2455153.9660910480,0.0043946694,0.9989757083,0.9875728605,0.9885854603
2455153.9661273304,0.0044078314,0.9989741993,0.9875723423,0.9885864350
2455153.9661636124,0.0044209933,0.9989726903,0.9875718276,0.9885874131
2455153.9661998949,0.0044341553,0.9989711812,0.9875713163,0.9885883946
2455153.9662361769,0.0044473172,0.9989696722,0.9875708084,0.9885893795
2455153.9662724594,0.0044604792,0.9989681632,0.9875703040,0.9885903679
2455153.9663087414,0.0044736411,0.9989666542,0.9875698029,0.9885913597
2455153.9663450238,0.0044868031,0.9989651452,0.9875693054,0.9885923549
2455153.9663813058,0.0044999650,0.9989636362,0.9875688112,0.9885933536
2455153.9664175883,0.0045131270,0.9989621271,0.9875683206,0.9885943558
2455153.9664538703,0.0045262889,0.9989606181,0.9875678333,0.9885953614
2455153.9664901528,0.0045394509,0.9989591091,0.9875673496,0.9885963705
2455153.9665264348,0.0045526128,0.9989576001,0.9875668693,0.9885973831
2455153.9665627172,0.0045657748,0.9989560911,0.9875663925,0.9885983991
2455153.9665989992,0.0045789367,0.9989545821,0.9875659191,0.9885994187
2455153.9666352817,0.0045920987,0.9989530731,0.9875654493,0.9886004417
2455153.9666715637,0.0046052606,0.9989515640,0.9875649829,0.9886014682
2455153.9667078461,0.0046184226,0.9989500550,0.9875645200,0.9886024983
2455153.9667441281,0.0046315845,0.9989485460,0.9875640606,0.9886035318
2455153.9667804106,0.0046447465,0.9989470370,0.9875636048,0.9886045688
2455153.9668166926,0.0046579084,0.9989455280,0.9875631524,0.9886056094
2455153.9668529751,0.0046710704,0.9989440190,0.9875627036,0.9886066535
2455153.9668892571,0.0046842323,0.9989425099,0.9875622583,0.9886077011
2455153.9669255395,0.0046973943,0.9989410009,0.9875618165,0.9886087522
2455153.9669618215,0.0047105562,0.9989394919,0.9875613782,0.9886098069
2455153.9669981040,0.0047237182,0.9989379829,0.9875609435,0.9886108651
2455153.9670343860,0.0047368801,0.9989364739,0.9875605123,0.9886119269
2455153.9670706685,0.0047500421,0.9989349649,0.9875600847,0.9886129923
2455153.9671069505,0.0047632040,0.9989334559,0.9875596606,0.9886140612
2455153.9671432329,0.0047763660,0.9989319468,0.9875592401,0.9886151336
2455153.9671795149,0.0047895279,0.9989304378,0.9875588232,0.9886162097
2455153.9672157974,0.0048026899,0.9989289288,0.9875584098,0.9886172893
2455153.9672520794,0.0048158518,0.9989274198,0.9875580000,0.9886183725
2455153.9672883619,0.0048290138,0.9989259108,0.9875575938,0.9886194594
2455153.9673246439,0.0048421757,0.9989244018,0.9875571912,0.9886205498
2455153.9673609263,0.0048553377,0.9989228927,0.9875567922,0.9886216438
2455153.9673972083,0.0048684996,0.9989213837,0.9875563968,0.9886227414
2455153.9674334908,0.0048816616,0.9989198747,0.9875560050,0.9886238427
2455153.9674697728,0.0048948235,0.9989183657,0.9875556169,0.9886249475
2455153.9675060553,0.0049079855,0.9989168567,0.9875552323,0.9886260560
2455153.9675423373,0.0049211474,0.9989153477,0.9875548514,0.9886271681
2455153.9675786197,0.0049343094,0.9989138386,0.9875544741,0.9886282839
2455153.9676149017,0.0049474713,0.9989123296,0.9875541004,0.9886294033
2455153.9676511837,0.0049606331,0.9989108206,0.9875537304,0.9886305264
2455153.9676874662,0.0049737952,0.9989093116,0.9875533641,0.9886316532
2455153.9677237482,0.0049869570,0.9989078026,0.9875530014,0.9886327836
2455153.9677600306,0.0050001191,0.9989062936,0.9875526424,0.9886339176
2455153.9677963126,0.0050132809,0.9989047846,0.9875522870,0.9886350554
2455153.9678325951,0.0050264430,0.9989032755,0.9875519353,0.9886361968
2455153.9678688771,0.0050396048,0.9989017665,0.9875515874,0.9886373420
2455153.9679051596,0.0050527669,0.9989002575,0.9875512431,0.9886384908
2455153.9679414416,0.0050659287,0.9988987485,0.9875509025,0.9886396434
2455153.9679777240,0.0050790908,0.9988972395,0.9875505656,0.9886407996
2455153.9680140060,0.0050922526,0.9988957305,0.9875502324,0.9886419596
2455153.9680502885,0.0051054147,0.9988942214,0.9875499029,0.9886431233
2455153.9680865705,0.0051185765,0.9988927124,0.9875495772,0.9886442907
2455153.9681228530,0.0051317386,0.9988912034,0.9875492552,0.9886454619
2455153.9681591350,0.0051449004,0.9988896944,0.9875489369,0.9886466368
2455153.9681954174,0.0051580625,0.9988881854,0.9875486224,0.9886478155
2455153.9682316994,0.0051712243,0.9988866764,0.9875483116,0.9886489979
2455153.9682679819,0.0051843864,0.9988851673,0.9875480046,0.9886501841
2455153.9683042639,0.0051975482,0.9988836583,0.9875477013,0.9886513741
2455153.9683405464,0.0052107103,0.9988821493,0.9875474019,0.9886525678
2455153.9683768284,0.0052238721,0.9988806403,0.9875471062,0.9886537653
2455153.9684131108,0.0052370342,0.9988791313,0.9875468142,0.9886549667
2455153.9684493928,0.0052501960,0.9988776223,0.9875465261,0.9886561718
2455153.9684856753,0.0052633581,0.9988761132,0.9875462418,0.9886573807
2455153.9685219573,0.0052765199,0.9988746042,0.9875459613,0.9886585935
2455153.9685582398,0.0052896820,0.9988730952,0.9875456846,0.9886598101
2455153.9685945217,0.0053028438,0.9988715862,0.9875454117,0.9886610305
2455153.9686308042,0.0053160059,0.9988700772,0.9875451427,0.9886622547
2455153.9686670862,0.0053291677,0.9988685682,0.9875448774,0.9886634828
2455153.9687033687,0.0053423298,0.9988670591,0.9875446161,0.9886647147
2455153.9687396507,0.0053554916,0.9988655501,0.9875443586,0.9886659505
2455153.9687759331,0.0053686537,0.9988640411,0.9875441049,0.9886671902
2455153.9688122151,0.0053818155,0.9988625321,0.9875438551,0.9886684337
2455153.9688484976,0.0053949776,0.9988610231,0.9875436092,0.9886696811
2455153.9688847796,0.0054081394,0.9988595141,0.9875433671,0.9886709324
2455153.9689210621,0.0054213015,0.9988580051,0.9875431289,0.9886721876
2455153.9689573441,0.0054344633,0.9988564960,0.9875428947,0.9886734467
2455153.9689936265,0.0054476254,0.9988549870,0.9875426643,0.9886747097
2455153.9690299085,0.0054607872,0.9988534780,0.9875424379,0.9886759766
2455153.9690661910,0.0054739493,0.9988519690,0.9875422153,0.9886772475
2455153.9691024730,0.0054871111,0.9988504600,0.9875419967,0.9886785222
2455153.9691387555,0.0055002732,0.9988489510,0.9875417820,0.9886798010
2455153.9691750375,0.0055134350,0.9988474419,0.9875415713,0.9886810836
2455153.9692113199,0.0055265971,0.9988459329,0.9875413645,0.9886823703
2455153.9692476019,0.0055397589,0.9988444239,0.9875411617,0.9886836609
2455153.9692838844,0.0055529210,0.9988429149,0.9875409628,0.9886849554
2455153.9693201664,0.0055660828,0.9988414059,0.9875407679,0.9886862540
2455153.9693564489,0.0055792449,0.9988398969,0.9875405770,0.9886875565
2455153.9693927309,0.0055924067,0.9988383879,0.9875403900,0.9886888630
2455153.9694290133,0.0056055688,0.9988368788,0.9875402071,0.9886901736
2455153.9694652953,0.0056187306,0.9988353698,0.9875400282,0.9886914881
2455153.9695015773,0.0056318925,0.9988338608,0.9875398532,0.9886928067
2455153.9695378598,0.0056450545,0.9988323518,0.9875396823,0.9886941293
2455153.9695741418,0.0056582164,0.9988308428,0.9875395155,0.9886954559
2455153.9696104242,0.0056713785,0.9988293338,0.9875393526,0.9886967866
2455153.9696467062,0.0056845403,0.9988278247,0.9875391938,0.9886981213
2455153.9696829887,0.0056977024,0.9988263157,0.9875390391,0.9886994601
2455153.9697192707,0.0057108642,0.9988248067,0.9875388884,0.9887008030
2455153.9697555532,0.0057240263,0.9988232977,0.9875387418,0.9887021499
2455153.9697918352,0.0057371881,0.9988217887,0.9875385993,0.9887035009
2455153.9698281176,0.0057503502,0.9988202797,0.9875384608,0.9887048561
2455153.9698643996,0.0057635120,0.9988187707,0.9875383265,0.9887062153
2455153.9699006821,0.0057766741,0.9988172616,0.9875381962,0.9887075786
2455153.9699369641,0.0057898359,0.9988157526,0.9875380701,0.9887089461
2455153.9699732466,0.0058029980,0.9988142436,0.9875379481,0.9887103177
2455153.9700095286,0.0058161598,0.9988127346,0.9875378302,0.9887116934
2455153.9700458110,0.0058293219,0.9988112256,0.9875377165,0.9887130733
2455153.9700820930,0.0058424837,0.9988097166,0.9875376069,0.9887144573
2455153.9701183755,0.0058556458,0.9988082075,0.9875375015,0.9887158456
2455153.9701546575,0.0058688076,0.9988066985,0.9875374002,0.9887172379
2455153.9701909400,0.0058819697,0.9988051895,0.9875373031,0.9887186345
2455153.9702272220,0.0058951315,0.9988036805,0.9875372102,0.9887200352
2455153.9702635044,0.0059082936,0.9988021715,0.9875371215,0.9887214402
2455153.9702997864,0.0059214554,0.9988006625,0.9875370369,0.9887228494
2455153.9703360689,0.0059346175,0.9987991534,0.9875369566,0.9887242628
2455153.9703723509,0.0059477793,0.9987976444,0.9875368805,0.9887256804
2455153.9704086334,0.0059609414,0.9987961354,0.9875368087,0.9887271022
2455153.9704449154,0.0059741032,0.9987946264,0.9875367411,0.9887285283
2455153.9704811978,0.0059872653,0.9987931174,0.9875366777,0.9887299587
2455153.9705174798,0.0060004271,0.9987916084,0.9875366186,0.9887313933
2455153.9705537623,0.0060135892,0.9987900993,0.9875365637,0.9887328322
2455153.9705900443,0.0060267510,0.9987885903,0.9875365132,0.9887342754
2455153.9706263267,0.0060399131,0.9987870813,0.9875364669,0.9887357229
2455153.9706626087,0.0060530749,0.9987855723,0.9875364249,0.9887371747
2455153.9706988912,0.0060662370,0.9987840633,0.9875363872,0.9887386308
2455153.9707351732,0.0060793988,0.9987825543,0.9875363538,0.9887400912
2455153.9707714557,0.0060925609,0.9987810452,0.9875363248,0.9887415560
2455153.9708077377,0.0061057227,0.9987795362,0.9875363001,0.9887430251
2455153.9708440201,0.0061188848,0.9987780272,0.9875362797,0.9887444986
2455153.9708803021,0.0061320466,0.9987765182,0.9875362637,0.9887459764
2455153.9709165846,0.0061452087,0.9987750092,0.9875362521,0.9887474586
2455153.9709528666,0.0061583705,0.9987735002,0.9875362448,0.9887489452
2455153.9709891491,0.0061715326,0.9987719911,0.9875362419,0.9887504362
2455153.9710254311,0.0061846944,0.9987704821,0.9875362434,0.9887519316
2455153.9710617135,0.0061978565,0.9987689731,0.9875362494,0.9887534314
2455153.9710979955,0.0062110183,0.9987674641,0.9875362597,0.9887549356
2455153.9711342780,0.0062241804,0.9987659551,0.9875362744,0.9887564443
2455153.9711705600,0.0062373422,0.9987644461,0.9875362936,0.9887579574
2455153.9712068425,0.0062505043,0.9987629371,0.9875363173,0.9887594750
2455153.9712431245,0.0062636661,0.9987614280,0.9875363454,0.9887609970
2455153.9712794069,0.0062768282,0.9987599190,0.9875363779,0.9887625235
2455153.9713156889,0.0062899900,0.9987584100,0.9875364150,0.9887640545
2455153.9713519709,0.0063031519,0.9987569010,0.9875364565,0.9887655900
2455153.9713882534,0.0063163139,0.9987553920,0.9875365026,0.9887671301
2455153.9714245354,0.0063294758,0.9987538830,0.9875365531,0.9887686746
2455153.9714608178,0.0063426378,0.9987523739,0.9875366082,0.9887702237
2455153.9714970998,0.0063557997,0.9987508649,0.9875366678,0.9887717773
2455153.9715333823,0.0063689617,0.9987493559,0.9875367319,0.9887733354
2455153.9715696643,0.0063821236,0.9987478469,0.9875368006,0.9887748982
2455153.9716059468,0.0063952856,0.9987463379,0.9875368739,0.9887764655
2455153.9716422288,0.0064084475,0.9987448289,0.9875369517,0.9887780374
2455153.9716785112,0.0064216095,0.9987433199,0.9875370342,0.9887796139
2455153.9717147932,0.0064347714,0.9987418108,0.9875371212,0.9887811950
2455153.9717510757,0.0064479334,0.9987403018,0.9875372128,0.9887827807
2455153.9717873577,0.0064610953,0.9987387928,0.9875373091,0.9887843711
2455153.9718236402,0.0064742573,0.9987372838,0.9875374100,0.9887859661
2455153.9718599222,0.0064874192,0.9987357748,0.9875375156,0.9887875657
2455153.9718962046,0.0065005812,0.9987342658,0.9875376258,0.9887891701
2455153.9719324866,0.0065137431,0.9987327567,0.9875377406,0.9887907791
2455153.9719687691,0.0065269051,0.9987312477,0.9875378602,0.9887923928
2455153.9720050511,0.0065400670,0.9987297387,0.9875379844,0.9887940112
2455153.9720413336,0.0065532290,0.9987282297,0.9875381134,0.9887956343
2455153.9720776156,0.0065663909,0.9987267207,0.9875382471,0.9887972622
2455153.9721138980,0.0065795529,0.9987252117,0.9875383855,0.9887988948
2455153.9721501800,0.0065927148,0.9987237027,0.9875385286,0.9888005321
2455153.9721864625,0.0066058768,0.9987221936,0.9875386765,0.9888021742
2455153.9722227445,0.0066190387,0.9987206846,0.9875388292,0.9888038211
2455153.9722590270,0.0066322007,0.9987191756,0.9875389866,0.9888054728
2455153.9722953090,0.0066453626,0.9987176666,0.9875391488,0.9888071293
2455153.9723315914,0.0066585246,0.9987161576,0.9875393159,0.9888087906
2455153.9723678734,0.0066716865,0.9987146486,0.9875394877,0.9888104567
2455153.9724041559,0.0066848485,0.9987131395,0.9875396644,0.9888121277
2455153.9724404379,0.0066980104,0.9987116305,0.9875398459,0.9888138035
2455153.9724767203,0.0067111724,0.9987101215,0.9875400323,0.9888154842
2455153.9725130023,0.0067243343,0.9987086125,0.9875402236,0.9888171697
2455153.9725492848,0.0067374963,0.9987071035,0.9875404197,0.9888188602
2455153.9725855668,0.0067506582,0.9987055945,0.9875406207,0.9888205555
2455153.9726218493,0.0067638202,0.9987040854,0.9875408266,0.9888222558
2455153.9726581313,0.0067769821,0.9987025764,0.9875410375,0.9888239610
2455153.9726944137,0.0067901441,0.9987010674,0.9875412533,0.9888256712
2455153.9727306957,0.0068033060,0.9986995584,0.9875414740,0.9888273863
2455153.9727669782,0.0068164680,0.9986980494,0.9875416997,0.9888291064
2455153.9728032602,0.0068296299,0.9986965404,0.9875419304,0.9888308314
2455153.9728395427,0.0068427919,0.9986950313,0.9875421660,0.9888325615
2455153.9728758247,0.0068559538,0.9986935223,0.9875424067,0.9888342966
2455153.9729121071,0.0068691158,0.9986920133,0.9875426523,0.9888360367
2455153.9729483891,0.0068822777,0.9986905043,0.9875429030,0.9888377819
2455153.9729846716,0.0068954397,0.9986889953,0.9875431588,0.9888395321
2455153.9730209536,0.0069086016,0.9986874863,0.9875434196,0.9888412874
2455153.9730572361,0.0069217636,0.9986859772,0.9875436855,0.9888430477
2455153.9730935181,0.0069349255,0.9986844682,0.9875439564,0.9888448132
2455153.9731298005,0.0069480875,0.9986829592,0.9875442325,0.9888465838
2455153.9731660825,0.0069612494,0.9986814502,0.9875445137,0.9888483595
2455153.9732023645,0.0069744113,0.9986799412,0.9875448000,0.9888501403
2455153.9732386470,0.0069875733,0.9986784322,0.9875450914,0.9888519263
2455153.9732749290,0.0070007352,0.9986769232,0.9875453880,0.9888537175
2455153.9733112114,0.0070138972,0.9986754141,0.9875456898,0.9888555138
2455153.9733474934,0.0070270591,0.9986739051,0.9875459968,0.9888573154
2455153.9733837759,0.0070402211,0.9986723961,0.9875463090,0.9888591222
2455153.9734200579,0.0070533830,0.9986708871,0.9875466264,0.9888609342
2455153.9734563404,0.0070665450,0.9986693781,0.9875469490,0.9888627514
2455153.9734926224,0.0070797069,0.9986678691,0.9875472769,0.9888645740
2455153.9735289048,0.0070928689,0.9986663600,0.9875476100,0.9888664018
2455153.9735651868,0.0071060308,0.9986648510,0.9875479484,0.9888682348
2455153.9736014693,0.0071191928,0.9986633420,0.9875482922,0.9888700733
2455153.9736377513,0.0071323547,0.9986618330,0.9875486412,0.9888719170
2455153.9736740338,0.0071455167,0.9986603240,0.9875489956,0.9888737661
2455153.9737103158,0.0071586786,0.9986588150,0.9875493553,0.9888756205
2455153.9737465982,0.0071718406,0.9986573059,0.9875497204,0.9888774803
2455153.9737828802,0.0071850025,0.9986557969,0.9875500908,0.9888793455
2455153.9738191627,0.0071981645,0.9986542879,0.9875504667,0.9888812161
2455153.9738554447,0.0072113264,0.9986527789,0.9875508479,0.9888830921
2455153.9738917272,0.0072244884,0.9986512699,0.9875512346,0.9888849735
2455153.9739280092,0.0072376503,0.9986497609,0.9875516267,0.9888868605
2455153.9739642916,0.0072508123,0.9986482519,0.9875520243,0.9888887529
2455153.9740005736,0.0072639742,0.9986467428,0.9875524274,0.9888906507
2455153.9740368561,0.0072771362,0.9986452338,0.9875528359,0.9888925541
2455153.9740731381,0.0072902981,0.9986437248,0.9875532500,0.9888944630
2455153.9741094206,0.0073034601,0.9986422158,0.9875536696,0.9888963775
2455153.9741457026,0.0073166220,0.9986407068,0.9875540947,0.9888982975
2455153.9741819850,0.0073297840,0.9986391978,0.9875545254,0.9889002231
2455153.9742182670,0.0073429459,0.9986376887,0.9875549617,0.9889021543
2455153.9742545495,0.0073561079,0.9986361797,0.9875554036,0.9889040911
2455153.9742908315,0.0073692698,0.9986346707,0.9875558511,0.9889060335
2455153.9743271139,0.0073824318,0.9986331617,0.9875563043,0.9889079816
2455153.9743633959,0.0073955937,0.9986316527,0.9875567631,0.9889099353
2455153.9743996784,0.0074087557,0.9986301437,0.9875572275,0.9889118947
2455153.9744359604,0.0074219176,0.9986286347,0.9875576977,0.9889138599
2455153.9744722429,0.0074350796,0.9986271256,0.9875581735,0.9889158307
2455153.9745085249,0.0074482415,0.9986256166,0.9875586551,0.9889178073
2455153.9745448073,0.0074614035,0.9986241076,0.9875591425,0.9889197897
2455153.9745810893,0.0074745654,0.9986225986,0.9875596356,0.9889217778
2455153.9746173718,0.0074877274,0.9986210896,0.9875601344,0.9889237718
2455153.9746536538,0.0075008893,0.9986195806,0.9875606391,0.9889257715
2455153.9746899363,0.0075140513,0.9986180715,0.9875611496,0.9889277771
2455153.9747262183,0.0075272132,0.9986165625,0.9875616660,0.9889297885
2455153.9747625007,0.0075403752,0.9986150535,0.9875621882,0.9889318059
2455153.9747987827,0.0075535371,0.9986135445,0.9875627163,0.9889338291
2455153.9748350652,0.0075666991,0.9986120355,0.9875632503,0.9889358582
2455153.9748713472,0.0075798610,0.9986105265,0.9875637902,0.9889378933
2455153.9749076297,0.0075930230,0.9986090174,0.9875643361,0.9889399343
2455153.9749439117,0.0076061849,0.9986075084,0.9875648879,0.9889419813
2455153.9749801941,0.0076193469,0.9986059994,0.9875654457,0.9889440343
2455153.9750164761,0.0076325088,0.9986044904,0.9875660096,0.9889460933
2455153.9750527581,0.0076456706,0.9986029814,0.9875665794,0.9889481584
2455153.9750890406,0.0076588327,0.9986014724,0.9875671553,0.9889502295
2455153.9751253226,0.0076719945,0.9985999634,0.9875677373,0.9889523067
2455153.9751616050,0.0076851566,0.9985984543,0.9875683253,0.9889543900
2455153.9751978870,0.0076983184,0.9985969453,0.9875689195,0.9889564795
2455153.9752341695,0.0077114805,0.9985954363,0.9875695198,0.9889585751
2455153.9752704515,0.0077246423,0.9985939273,0.9875701262,0.9889606768
2455153.9753067340,0.0077378044,0.9985924183,0.9875707388,0.9889627848
2455153.9753430160,0.0077509663,0.9985909093,0.9875713577,0.9889648989
2455153.9753792984,0.0077641283,0.9985894002,0.9875719827,0.9889670193
2455153.9754155804,0.0077772902,0.9985878912,0.9875726140,0.9889691460
2455153.9754518629,0.0077904522,0.9985863822,0.9875732516,0.9889712790
2455153.9754881449,0.0078036141,0.9985848732,0.9875738954,0.9889734182
2455153.9755244274,0.0078167761,0.9985833642,0.9875745456,0.9889755638
2455153.9755607094,0.0078299380,0.9985818552,0.9875752021,0.9889777157
2455153.9755969918,0.0078431000,0.9985803461,0.9875758649,0.9889798740
2455153.9756332738,0.0078562619,0.9985788371,0.9875765342,0.9889820387
2455153.9756695563,0.0078694239,0.9985773281,0.9875772099,0.9889842099
2455153.9757058383,0.0078825858,0.9985758191,0.9875778919,0.9889863875
2455153.9757421208,0.0078957478,0.9985743101,0.9875785805,0.9889885715
2455153.9757784028,0.0079089097,0.9985728011,0.9875792755,0.9889907621
2455153.9758146852,0.0079220717,0.9985712920,0.9875799771,0.9889929592
2455153.9758509672,0.0079352336,0.9985697830,0.9875806852,0.9889951628
2455153.9758872497,0.0079483956,0.9985682740,0.9875813998,0.9889973730
2455153.9759235317,0.0079615575,0.9985667650,0.9875821210,0.9889995898
2455153.9759598142,0.0079747195,0.9985652560,0.9875828488,0.9890018133
2455153.9759960962,0.0079878814,0.9985637470,0.9875835833,0.9890040434
2455153.9760323786,0.0080010434,0.9985622379,0.9875843244,0.9890062801
2455153.9760686606,0.0080142053,0.9985607289,0.9875850723,0.9890085236
2455153.9761049431,0.0080273673,0.9985592199,0.9875858268,0.9890107738
2455153.9761412251,0.0080405292,0.9985577109,0.9875865881,0.9890130308
2455153.9761775075,0.0080536912,0.9985562019,0.9875873561,0.9890152945
2455153.9762137895,0.0080668531,0.9985546929,0.9875881310,0.9890175651
2455153.9762500720,0.0080800151,0.9985531839,0.9875889126,0.9890198425
2455153.9762863540,0.0080931770,0.9985516748,0.9875897011,0.9890221268
2455153.9763226365,0.0081063390,0.9985501658,0.9875904966,0.9890244180
2455153.9763589185,0.0081195009,0.9985486568,0.9875912989,0.9890267161
2455153.9763952009,0.0081326629,0.9985471478,0.9875921081,0.9890290211
2455153.9764314829,0.0081458248,0.9985456388,0.9875929243,0.9890313332
2455153.9764677654,0.0081589868,0.9985441298,0.9875937476,0.9890336522
2455153.9765040474,0.0081721487,0.9985426207,0.9875945778,0.9890359783
2455153.9765403299,0.0081853107,0.9985411117,0.9875954151,0.9890383115
2455153.9765766119,0.0081984726,0.9985396027,0.9875962595,0.9890406518
2455153.9766128943,0.0082116346,0.9985380937,0.9875971110,0.9890429992
2455153.9766491763,0.0082247965,0.9985365847,0.9875979697,0.9890453538
2455153.9766854588,0.0082379585,0.9985350757,0.9875988355,0.9890477156
2455153.9767217408,0.0082511204,0.9985335667,0.9875997086,0.9890500846
2455153.9767580233,0.0082642824,0.9985320576,0.9876005889,0.9890524609
2455153.9767943053,0.0082774443,0.9985305486,0.9876014764,0.9890548444
2455153.9768305877,0.0082906063,0.9985290396,0.9876023713,0.9890572354
2455153.9768668697,0.0083037682,0.9985275306,0.9876032735,0.9890596336
2455153.9769031517,0.0083169300,0.9985260216,0.9876041831,0.9890620392
2455153.9769394342,0.0083300921,0.9985245126,0.9876051001,0.9890644523
2455153.9769757162,0.0083432539,0.9985230036,0.9876060246,0.9890668728
2455153.9770119986,0.0083564160,0.9985214945,0.9876069565,0.9890693009
2455153.9770482806,0.0083695778,0.9985199855,0.9876078959,0.9890717364
2455153.9770845631,0.0083827399,0.9985184765,0.9876088429,0.9890741795
2455153.9771208451,0.0083959017,0.9985169675,0.9876097975,0.9890766303
2455153.9771571276,0.0084090638,0.9985154585,0.9876107596,0.9890790886
2455153.9771934096,0.0084222256,0.9985139495,0.9876117294,0.9890815546
2455153.9772296920,0.0084353877,0.9985124404,0.9876127070,0.9890840284
2455153.9772659740,0.0084485495,0.9985109314,0.9876136922,0.9890865098
2455153.9773022565,0.0084617116,0.9985094224,0.9876146852,0.9890889991
2455153.9773385385,0.0084748734,0.9985079134,0.9876156860,0.9890914962
2455153.9773748210,0.0084880355,0.9985064044,0.9876166947,0.9890940011
2455153.9774111030,0.0085011973,0.9985048954,0.9876177112,0.9890965140
2455153.9774473854,0.0085143594,0.9985033863,0.9876187356,0.9890990348
2455153.9774836674,0.0085275212,0.9985018773,0.9876197680,0.9891015635
2455153.9775199499,0.0085406833,0.9985003683,0.9876208084,0.9891041003
2455153.9775562319,0.0085538451,0.9984988593,0.9876218568,0.9891066451
2455153.9775925144,0.0085670072,0.9984973503,0.9876229134,0.9891091980
2455153.9776287964,0.0085801690,0.9984958413,0.9876239780,0.9891117591
2455153.9776650788,0.0085933311,0.9984943322,0.9876250508,0.9891143283
2455153.9777013608,0.0086064929,0.9984928232,0.9876261318,0.9891169058
2455153.9777376433,0.0086196550,0.9984913142,0.9876272210,0.9891194915
2455153.9777739253,0.0086328168,0.9984898052,0.9876283185,0.9891220856
2455153.9778102078,0.0086459789,0.9984882962,0.9876294244,0.9891246880
2455153.9778464898,0.0086591407,0.9984867872,0.9876305387,0.9891272988
2455153.9778827722,0.0086723028,0.9984852781,0.9876316613,0.9891299180
2455153.9779190542,0.0086854646,0.9984837691,0.9876327925,0.9891325458
2455153.9779553367,0.0086986267,0.9984822601,0.9876339321,0.9891351821
2455153.9779916187,0.0087117885,0.9984807511,0.9876350804,0.9891378269
2455153.9780279011,0.0087249506,0.9984792421,0.9876362372,0.9891404804
2455153.9780641831,0.0087381124,0.9984777331,0.9876374027,0.9891431426
2455153.9781004656,0.0087512745,0.9984762240,0.9876385769,0.9891458135
2455153.9781367476,0.0087644363,0.9984747150,0.9876397599,0.9891484932
2455153.9781730301,0.0087775984,0.9984732060,0.9876409517,0.9891511818
2455153.9782093121,0.0087907602,0.9984716970,0.9876421523,0.9891538792
2455153.9782455945,0.0088039223,0.9984701880,0.9876433619,0.9891565855
2455153.9782818765,0.0088170841,0.9984686790,0.9876445804,0.9891593008
2455153.9783181590,0.0088302462,0.9984671699,0.9876458080,0.9891620252
2455153.9783544410,0.0088434080,0.9984656609,0.9876470446,0.9891647587
2455153.9783907235,0.0088565701,0.9984641519,0.9876482903,0.9891675013
2455153.9784270055,0.0088697319,0.9984626429,0.9876495452,0.9891702531
2455153.9784632879,0.0088828940,0.9984611339,0.9876508094,0.9891730143
2455153.9784995699,0.0088960558,0.9984596249,0.9876520829,0.9891757847
2455153.9785358524,0.0089092179,0.9984581159,0.9876533657,0.9891785645
2455153.9785721344,0.0089223797,0.9984566068,0.9876546580,0.9891813537
2455153.9786084169,0.0089355418,0.9984550978,0.9876559597,0.9891841525
2455153.9786446989,0.0089487036,0.9984535888,0.9876572710,0.9891869608
2455153.9786809813,0.0089618657,0.9984520798,0.9876585918,0.9891897787
2455153.9787172633,0.0089750275,0.9984505708,0.9876599224,0.9891926063
2455153.9787535453,0.0089881894,0.9984490618,0.9876612626,0.9891954437
2455153.9787898278,0.0090013514,0.9984475528,0.9876626127,0.9891982909
2455153.9788261098,0.0090145133,0.9984460437,0.9876639726,0.9892011479
2455153.9788623923,0.0090276753,0.9984445347,0.9876653425,0.9892040150
2455153.9788986742,0.0090408372,0.9984430257,0.9876667223,0.9892068920
2455153.9789349567,0.0090539992,0.9984415167,0.9876681123,0.9892097792
2455153.9789712387,0.0090671611,0.9984400077,0.9876695123,0.9892126765
2455153.9790075212,0.0090803231,0.9984384987,0.9876709226,0.9892155841
2455153.9790438032,0.0090934850,0.9984369896,0.9876723432,0.9892185019
